# time(us)	tip(nm)	Fts(nN)	Xb(nm)
2.968889248550312186e+04	-1.061551782758615392e+00	-3.697336764528291048e-02	-3.868810471156778341e+00
2.968889605693169142e+04	-1.014610550876609896e+00	-3.584986472020480069e-02	-3.868586973417034613e+00
2.968889962836026098e+04	-9.673547131367301599e-01	-3.476968811196625569e-02	-3.868365472446036790e+00
2.968890319978883053e+04	-9.197861292551636758e-01	-3.373084680330504237e-02	-3.868145936515228644e+00
2.968890677121740009e+04	-8.719066716102211734e-01	-3.273145524472779316e-02	-3.867928334527733547e+00
2.968891034264596965e+04	-8.237182251695351898e-01	-3.176972706000102953e-02	-3.867712635999348336e+00
2.968891391407453921e+04	-7.752226874167748027e-01	-3.084396916777114653e-02	-3.867498811040566586e+00
2.968891748550310876e+04	-7.264219682777987019e-01	-2.995257628924212490e-02	-3.867286830339516257e+00
2.968892105693167832e+04	-6.773179900462830139e-01	-2.909402581419386069e-02	-3.867076665145781522e+00
2.968892462836024788e+04	-6.279126873087790273e-01	-2.826687299977066747e-02	-3.866868287255018188e+00
2.968892819978881744e+04	-5.782080068692010411e-01	-2.746974647844786788e-02	-3.866661668994314738e+00
2.968893177121738699e+04	-5.282059076728985447e-01	-2.670134405339420064e-02	-3.866456783208263026e+00
2.968893534264595655e+04	-4.779083607300156356e-01	-2.596042876110263645e-02	-3.866253603245650261e+00
2.968893891407452611e+04	-4.273173490384667428e-01	-2.524582518269704451e-02	-3.866052102946769597e+00
2.968894248550309567e+04	-3.764348675062991201e-01	-2.455641598671575235e-02	-3.865852256631276074e+00
2.968894605693166523e+04	-3.252629228735356426e-01	-2.389113868746462269e-02	-3.865654039086568794e+00
2.968894962836023478e+04	-2.738035336334390668e-01	-2.324898260421526947e-02	-3.865457425556657167e+00
2.968895319978880434e+04	-2.220587299533175185e-01	-2.262898600761644591e-02	-3.865262391731478786e+00
2.968895677121737390e+04	-1.700305535947141955e-01	-2.203023344068565786e-02	-3.865068913736643186e+00
2.968896034264594346e+04	-1.177210578331301244e-01	-2.145185320267572332e-02	-3.864876968123561962e+00
2.968896391407451301e+04	-6.513230737716983743e-02	-2.089301498495985815e-02	-3.864686531859964358e+00
2.968896748550308257e+04	-1.226637828718895630e-02	-2.035292764886481240e-02	-3.864497582320754354e+00
2.968897105693165213e+04	4.087464210659334796e-02	-1.983083713610503049e-02	-3.864310097279178180e+00
2.968897462836022169e+04	9.428865528654777062e-02	-1.932602450313775783e-02	-3.864124054898325777e+00
2.968897819978879124e+04	1.479735516305447918e-01	-1.883780407137773671e-02	-3.863939433722903161e+00
2.968898177121736080e+04	2.019272104954205060e-01	-1.836552168577726060e-02	-3.863756212671273005e+00
2.968898534264593036e+04	2.561475003009827112e-01	-1.790855307480426067e-02	-3.863574371027759025e+00
2.968898891407449992e+04	3.106322786144823933e-01	-1.746630230533843114e-02	-3.863393888435196377e+00
2.968899248550306947e+04	3.653793922356572410e-01	-1.703820032645365565e-02	-3.863214744887695673e+00
2.968899605693163903e+04	4.203866772822212883e-01	-1.662370359647297527e-02	-3.863036920723630363e+00
2.968899962836020859e+04	4.756519592759325676e-01	-1.622229278806547326e-02	-3.862860396618835956e+00
2.968900319978877815e+04	5.311730532291250029e-01	-1.583347156651380636e-02	-3.862685153579987318e+00
2.968900677121734770e+04	5.869477637317445096e-01	-1.545676543660961903e-02	-3.862511172938171811e+00
2.968901034264591726e+04	6.429738850388946325e-01	-1.509172065394177691e-02	-3.862338436342632964e+00
2.968901391407448682e+04	6.992492011588768985e-01	-1.473790319662569848e-02	-3.862166925754685565e+00
2.968901748550305638e+04	7.557714859417307141e-01	-1.439489779378644134e-02	-3.861996623441779075e+00
2.968902105693162594e+04	8.125385031682552661e-01	-1.406230700735228156e-02	-3.861827511971725357e+00
2.968902462836019549e+04	8.695480066395301355e-01	-1.373975036394302351e-02	-3.861659574207064072e+00
2.968902819978876505e+04	9.267977402668832188e-01	-1.342686353384829438e-02	-3.861492793299561299e+00
2.968903177121733461e+04	9.842854381624034366e-01	-1.312329755428646473e-02	-3.861327152684858710e+00
