# time(us)	tip(nm)	Fts(nN)	Xb(nm)
2.968889248550312186e+04	-3.175221741731056113e+01	-1.941893898071352792e-02	-3.569763528340721592e+01
2.968889605693169142e+04	-3.172916647263752310e+01	-1.921215064457841223e-02	-3.569681939781253277e+01
2.968889962836026098e+04	-3.170613880392712502e+01	-1.900884045993240720e-02	-3.569600548255885997e+01
2.968890319978883053e+04	-3.168313534120515484e+01	-1.880893853290808646e-02	-3.569519352282376445e+01
2.968890677121740009e+04	-3.166015701586585251e+01	-1.861237665477130654e-02	-3.569438350398159088e+01
2.968891034264596965e+04	-3.163720476062517051e+01	-1.841908825534480793e-02	-3.569357541160030678e+01
2.968891391407453921e+04	-3.161427950947316745e+01	-1.822900835788541021e-02	-3.569276923143843305e+01
2.968891748550310876e+04	-3.159138219762568056e+01	-1.804207353536741928e-02	-3.569196494944178966e+01
2.968892105693167832e+04	-3.156851376147523780e+01	-1.785822186811809181e-02	-3.569116255174063923e+01
2.968892462836024788e+04	-3.154567513854122751e+01	-1.767739290276485256e-02	-3.569036202464663887e+01
2.968892819978881744e+04	-3.152286726741929002e+01	-1.749952761244484220e-02	-3.568956335464991270e+01
2.968893177121738699e+04	-3.150009108773001287e+01	-1.732456835823560290e-02	-3.568876652841618125e+01
2.968893534264595655e+04	-3.147734754006683033e+01	-1.715245885176538976e-02	-3.568797153278385537e+01
2.968893891407452611e+04	-3.145463756594329041e+01	-1.698314411896120063e-02	-3.568717835476138589e+01
2.968894248550309567e+04	-3.143196210773949417e+01	-1.681657046489874047e-02	-3.568638698152447830e+01
2.968894605693166523e+04	-3.140932210864792040e+01	-1.665268543971608339e-02	-3.568559740041332873e+01
2.968894962836023478e+04	-3.138671851261846868e+01	-1.649143780555394068e-02	-3.568480959893005888e+01
2.968895319978880434e+04	-3.136415226430285941e+01	-1.633277750449005708e-02	-3.568402356473610837e+01
2.968895677121737390e+04	-3.134162430899832330e+01	-1.617665562743365870e-02	-3.568323928564969805e+01
2.968896034264594346e+04	-3.131913559259061941e+01	-1.602302438394917136e-02	-3.568245674964322944e+01
