# time(us)	tip(nm)	Fts(nN)	Xb(nm)
2.968889248550312186e+04	-9.174042208283916366e+00	-1.705987085558693592e-02	-1.339984382145457253e+01
2.968889605693169142e+04	-9.118867218334660407e+00	-1.664627106446444835e-02	-1.339927049064639597e+01
2.968889962836026098e+04	-9.063449754540460646e+00	-1.624576300556663730e-02	-1.339870105794609145e+01
2.968890319978883053e+04	-9.007791992587899088e+00	-1.585784673670958406e-02	-1.339813546767783947e+01
2.968890677121740009e+04	-8.951896117441116019e+00	-1.548204454372828845e-02	-1.339757366510747438e+01
2.968891034264596965e+04	-8.895764323258827488e+00	-1.511789981720744469e-02	-1.339701559642470841e+01
2.968891391407453921e+04	-8.839398813311033720e+00	-1.476497599261871775e-02	-1.339646120872583168e+01
2.968891748550310876e+04	-8.782801799895436190e+00	-1.442285554991930112e-02	-1.339591044999680136e+01
2.968892105693167832e+04	-8.725975504253606019e+00	-1.409113906893433646e-02	-1.339536326909678010e+01
2.968892462836024788e+04	-8.668922156486839725e+00	-1.376944433709390535e-02	-1.339481961574204583e+01
2.968892819978881744e+04	-8.611643995471744972e+00	-1.345740550632549062e-02	-1.339427944049023367e+01
2.968893177121738699e+04	-8.554143268775556308e+00	-1.315467229611505529e-02	-1.339374269472503798e+01
2.968893534264595655e+04	-8.496422232571170241e+00	-1.286090923994949106e-02	-1.339320933064117902e+01
2.968893891407452611e+04	-8.438483151551942285e+00	-1.257579497253566436e-02	-1.339267930122968586e+01
2.968894248550309567e+04	-8.380328298846139390e+00	-1.229902155536133704e-02	-1.339215256026362155e+01
2.968894605693166523e+04	-8.321959955931186315e+00	-1.203029383832436051e-02	-1.339162906228396999e+01
2.968894962836023478e+04	-8.263380412547599363e+00	-1.176932885530067308e-02	-1.339110876258593130e+01
2.968895319978880434e+04	-8.204591966612703402e+00	-1.151585525166121809e-02	-1.339059161720544644e+01
2.968895677121737390e+04	-8.145596924134020256e+00	-1.126961274187391303e-02	-1.339007758290603789e+01
2.968896034264594346e+04	-8.086397599122458146e+00	-1.103035159544604044e-02	-1.338956661716588670e+01
2.968896391407451301e+04	-8.026996313505206260e+00	-1.079783214957283008e-02	-1.338905867816522033e+01
2.968896748550308257e+04	-7.967395397038353977e+00	-1.057182434696084077e-02	-1.338855372477390304e+01
2.968897105693165213e+04	-7.907597187219309376e+00	-1.035210729739073111e-02	-1.338805171653929982e+01
2.968897462836022169e+04	-7.847604029198901543e+00	-1.013846886167315588e-02	-1.338755261367441562e+01
2.968897819978879124e+04	-7.787418275693275937e+00	-9.930705256735533615e-03	-1.338705637704617146e+01
2.968898177121736080e+04	-7.727042286895502876e+00	-9.728620680654036929e-03	-1.338656296816399482e+01
2.968898534264593036e+04	-7.666478430386947096e+00	-9.532026956518993219e-03	-1.338607234916862865e+01
2.968898891407449992e+04	-7.605729081048390405e+00	-9.340743194089064574e-03	-1.338558448282109126e+01
2.968899248550306947e+04	-7.544796620970929624e+00	-9.154595468252792190e-03	-1.338509933249190809e+01
2.968899605693163903e+04	-7.483683439366575207e+00	-8.973416513375324574e-03	-1.338461686215049973e+01
2.968899962836020859e+04	-7.422391932478688226e+00	-8.797045432663646095e-03	-1.338413703635483643e+01
2.968900319978877815e+04	-7.360924503492086934e+00	-8.625327421734999694e-03	-1.338365982024119916e+01
