# time(us)	tip(nm)	Fts(nN)	Xb(nm)
2.968889248550312186e+04	-2.904639545015767155e+00	-3.353361644925948598e-02	-5.862261349296162827e+00
2.968889605693169142e+04	-2.856454811074679689e+00	-3.254057569438716796e-02	-5.861852665649103677e+00
2.968889962836026098e+04	-2.807968361073849284e+00	-3.158505987326240549e-02	-5.861447588591766511e+00
2.968890319978883053e+04	-2.759182047752369193e+00	-3.066537237824094875e-02	-5.861046062066598061e+00
2.968890677121740009e+04	-2.710097734595868335e+00	-2.977990534017510918e-02	-5.860648031081680642e+00
2.968891034264596965e+04	-2.660717295781818148e+00	-2.892713438187206887e-02	-5.860253441682026221e+00
2.968891391407453921e+04	-2.611042616124605420e+00	-2.810561371626165220e-02	-5.859862240922247167e+00
2.968891748550310876e+04	-2.561075591020764097e+00	-2.731397156444284255e-02	-5.859474376840521082e+00
2.968892105693167832e+04	-2.510818126394021466e+00	-2.655090587071064212e-02	-5.859089798433688934e+00
2.968892462836024788e+04	-2.460272138640360318e+00	-2.581518029344729778e-02	-5.858708455633508727e+00
2.968892819978881744e+04	-2.409439554572962106e+00	-2.510562045239089421e-02	-5.858330299283880827e+00
2.968893177121738699e+04	-2.358322311367140323e+00	-2.442111041428817950e-02	-5.857955281119066271e+00
2.968893534264595655e+04	-2.306922356505177074e+00	-2.376058940030970415e-02	-5.857583353742780830e+00
2.968893891407452611e+04	-2.255241647721071274e+00	-2.312304869986367764e-02	-5.857214470608121282e+00
2.968894248550309567e+04	-2.203282152945197581e+00	-2.250752877660172277e-02	-5.856848585998266188e+00
2.968894605693166523e+04	-2.151045850248861857e+00	-2.191311655347099110e-02	-5.856485655007930724e+00
2.968894962836023478e+04	-2.098534727788794463e+00	-2.133894286464611476e-02	-5.856125633525472551e+00
2.968895319978880434e+04	-2.045750783751502322e+00	-2.078418006307015259e-02	-5.855768478215658490e+00
2.968895677121737390e+04	-1.992696026297494427e+00	-2.024803977316318518e-02	-5.855414146503019168e+00
2.968896034264594346e+04	-1.939372473505441841e+00	-1.972977077901840945e-02	-5.855062596555802301e+00
2.968896391407451301e+04	-1.885782153316149179e+00	-1.922865703910709573e-02	-5.854713787270397596e+00
2.968896748550308257e+04	-1.831927103476445051e+00	-1.874401581916083567e-02	-5.854367678256338081e+00
2.968897105693165213e+04	-1.777809371482910183e+00	-1.827519593549698992e-02	-5.854024229821718883e+00
2.968897462836022169e+04	-1.723431014525437899e+00	-1.782157610160271799e-02	-5.853683402959086735e+00
2.968897819978879124e+04	-1.668794099430677580e+00	-1.738256337130296425e-02	-5.853345159331750480e+00
2.968898177121736080e+04	-1.613900702605311377e+00	-1.695759167230586478e-02	-5.853009461260494817e+00
2.968898534264593036e+04	-1.558752909979127521e+00	-1.654612042435360184e-02	-5.852676271710674172e+00
2.968898891407449992e+04	-1.503352816948011261e+00	-1.614763323660922331e-02	-5.852345554279646755e+00
2.968899248550306947e+04	-1.447702528316663129e+00	-1.576163667927784479e-02	-5.852017273184604740e+00
2.968899605693163903e+04	-1.391804158241166212e+00	-1.538765912480798657e-02	-5.851691393250661122e+00
2.968899962836020859e+04	-1.335659830171385787e+00	-1.502524965433413642e-02	-5.851367879899304292e+00
2.968900319978877815e+04	-1.279271676793131141e+00	-1.467397702531698239e-02	-5.851046699137125273e+00
2.968900677121734770e+04	-1.222641839970162625e+00	-1.433342869661137151e-02	-5.850727817544824738e+00
2.968901034264591726e+04	-1.165772470685919826e+00	-1.400320990744343894e-02	-5.850411202266511346e+00
2.968901391407448682e+04	-1.108665728985078092e+00	-1.368294280701527754e-02	-5.850096820999225677e+00
2.968901748550305638e+04	-1.051323783914894339e+00	-1.337226563167149933e-02	-5.849784641982760824e+00
2.968902105693162594e+04	-9.937488134662735284e-01	-1.307083192676510019e-02	-5.849474633989674821e+00
2.968902462836019549e+04	-9.359430045146476251e-01	-1.277830981054781101e-02	-5.849166766315561539e+00
2.968902819978876505e+04	-8.779085527605716699e-01	-1.249438127758409692e-02	-5.848861008769528524e+00
2.968903177121733461e+04	-8.196476626700861523e-01	-1.221874153935084001e-02	-5.848557331664901326e+00
2.968903534264590417e+04	-7.611625474148387971e-01	-1.195109839983525893e-02	-5.848255705810109006e+00
2.968903891407447372e+04	-7.024554288118958212e-01	-1.169117166408337009e-02	-5.847956102499795250e+00
2.968904248550304328e+04	-6.435285372633344769e-01	-1.143869257778302832e-02	-5.847658493506096455e+00
