# time(us)	tip(nm)	Fts(nN)	Xb(nm)
1.855557784850606549e+04	3.816929480451800600e+02	-1.944822965752677476e-06	-3.212572759271692746e+01
1.855560034850605371e+04	3.829264330295286527e+02	-1.933306096088632963e-06	-3.212341709248541832e+01
1.855562249136318496e+04	3.841337136534015713e+02	-1.922132745076368780e-06	-3.212114851009356187e+01
1.855564463422031622e+04	3.853344999851921102e+02	-1.911115376937097204e-06	-3.211888510004533970e+01
1.855566677707744748e+04	3.865288686298452490e+02	-1.900250661082087129e-06	-3.211662683378742855e+01
1.855568891993457873e+04	3.877168940810746562e+02	-1.889535367974393397e-06	-3.211437368299770867e+01
1.855571141993456695e+04	3.889176570790169194e+02	-1.878797090733351326e-06	-3.211208940203032114e+01
1.855573356279169820e+04	3.900931058565075205e+02	-1.868373680409870564e-06	-3.210984647949915427e+01
1.855575570564882946e+04	3.912624118256353540e+02	-1.858090631505138312e-06	-3.210760858838451526e+01
1.855577784850596072e+04	3.924256298347151528e+02	-1.847945183051853686e-06	-3.210537570126403750e+01
1.855580034850594529e+04	3.936014222683028834e+02	-1.837774334608685787e-06	-3.210311189752864891e+01
1.855582249136307655e+04	3.947525021876247706e+02	-1.827898434853081332e-06	-3.210088901661040950e+01
1.855584463422020781e+04	3.958976118926379399e+02	-1.818152591714831526e-06	-3.209867105828070777e+01
1.855586677707733907e+04	3.970367722520205689e+02	-1.808534568851094003e-06	-3.209645799597258531e+01
1.855588891993447032e+04	3.981699941911461451e+02	-1.799042261720638205e-06	-3.209424980332583743e+01
1.855591141993445854e+04	3.993154116424466906e+02	-1.789523593780491637e-06	-3.209201095584199948e+01
1.855593356279158979e+04	4.004366520297560896e+02	-1.780278874440596624e-06	-3.208981250174124256e+01
1.855595570564872105e+04	4.015519237881466665e+02	-1.771154300590466147e-06	-3.208761883902120360e+01
1.855597784850585231e+04	4.026611956323841355e+02	-1.762148271370875402e-06	-3.208542994212599808e+01
1.855600034850584052e+04	4.037821701005332784e+02	-1.753116881327983578e-06	-3.208321059607187209e+01
1.855602249136297178e+04	4.048792080600745180e+02	-1.744345445399611900e-06	-3.208103123078186059e+01
1.855604463422010303e+04	4.059700898595858121e+02	-1.735688393185754425e-06	-3.207885655540481906e+01
1.855606677707723429e+04	4.070547445482842477e+02	-1.727144543822964779e-06	-3.207668654515163809e+01
1.855608891993436555e+04	4.081330926118956768e+02	-1.718712802615904353e-06	-3.207452117541860304e+01
1.855611141993435376e+04	4.092222833869589635e+02	-1.710258853683991266e-06	-3.207232560861349668e+01
1.855613356279148502e+04	4.102876437315030103e+02	-1.702050116296565156e-06	-3.207016952070502924e+01
1.855615570564861628e+04	4.113464137001917038e+02	-1.693950620848770659e-06	-3.206801800020980409e+01
1.855617784850574753e+04	4.123984877055913216e+02	-1.685959531466226505e-06	-3.206587102324728278e+01
1.855620034850573575e+04	4.134605589008252764e+02	-1.677949778751227594e-06	-3.206369404725994343e+01
1.855622249136286700e+04	4.144987966195866989e+02	-1.670174869008398239e-06	-3.206155615874809683e+01
1.855624463421999826e+04	4.155299998838460738e+02	-1.662506060108732273e-06	-3.205942274279379234e+01
1.855626677707712952e+04	4.165540535632775914e+02	-1.654942629381859793e-06	-3.205729377620736642e+01
1.855628891993426078e+04	4.175708429779251674e+02	-1.647483860631624428e-06	-3.205516923596638179e+01
1.855631141993424899e+04	4.185964747961219246e+02	-1.640011257784669974e-06	-3.205301493941924917e+01
1.855633356279138025e+04	4.195982773889856503e+02	-1.632761309822577836e-06	-3.205089925393445327e+01
1.855635570564851150e+04	4.205924838110212249e+02	-1.625613825031794455e-06	-3.204878792635080487e+01
1.855637784850564276e+04	4.215789922039270436e+02	-1.618568038550828011e-06	-3.204668093429923914e+01
1.855640034850563097e+04	4.225734277560464989e+02	-1.611511965996135353e-06	-3.204454437662025157e+01
1.855642249136276223e+04	4.235441303572154652e+02	-1.604668773178072138e-06	-3.204244605819144454e+01
1.855644463421989349e+04	4.245068657131945997e+02	-1.597924785184414740e-06	-3.204035200877872569e+01
1.855646677707702474e+04	4.254615597713435591e+02	-1.591279099937041851e-06	-3.203826220663864177e+01
1.855648891993415600e+04	4.264081471022551568e+02	-1.584730773131898040e-06	-3.203617663017943329e+01
1.855651141993414421e+04	4.273616400741028087e+02	-1.578175536954172418e-06	-3.203406172177425049e+01
1.855653356279127547e+04	4.282917216039448363e+02	-1.571820447250877695e-06	-3.203198459979326884e+01
1.855655570564840673e+04	4.292135553756273794e+02	-1.565559600560422914e-06	-3.202991163927205065e+01
1.855657784850553799e+04	4.301271140415251466e+02	-1.559391875693278165e-06	-3.202784281921210408e+01
1.855660034850552620e+04	4.310469130248596343e+02	-1.553218860469618176e-06	-3.202574485078290678e+01
1.855662249136265746e+04	4.319437442602882697e+02	-1.547235304863753101e-06	-3.202368431516651270e+01
1.855664463421978871e+04	4.328322760040497883e+02	-1.541341247257452892e-06	-3.202162785754300245e+01
1.855666677707691997e+04	4.337125184841850682e+02	-1.535535416484957801e-06	-3.201957545748306444e+01
1.855668891993405123e+04	4.345844902744477736e+02	-1.529816513583263102e-06	-3.201752709469568003e+01
1.855671141993403944e+04	4.354620813642544022e+02	-1.524093051293558155e-06	-3.201544980851744526e+01
1.855673356279117070e+04	4.363174654873679401e+02	-1.518545369509345566e-06	-3.201340952425362474e+01
1.855675570564830196e+04	4.371646785767758843e+02	-1.513080582129502272e-06	-3.201137321688472781e+01
1.855677784850543321e+04	4.380037653711447092e+02	-1.507697333083238928e-06	-3.200934086666091360e+01
1.855680034850542143e+04	4.388481123248419067e+02	-1.502309383783187040e-06	-3.200727976978878786e+01
1.855682249136255268e+04	4.396709676782200518e+02	-1.497086415014101179e-06	-3.200525533816518475e+01
1.855684463421968394e+04	4.404858530790020268e+02	-1.491940928416005074e-06	-3.200323480490949635e+01
1.855686677707681520e+04	4.412928238110199004e+02	-1.486871612696839021e-06	-3.200121815079211274e+01
1.855688891993394645e+04	4.420919349811901498e+02	-1.481877184316680401e-06	-3.199920535670991129e+01
1.855691141993393467e+04	4.428959396814562410e+02	-1.476877623030178123e-06	-3.199716403258875630e+01
1.855693356279106592e+04	4.436793659302417723e+02	-1.472030420098966133e-06	-3.199515896326194664e+01
1.855695570564819718e+04	4.444550861683082417e+02	-1.467254464931223052e-06	-3.199315769710652191e+01
1.855697784850532844e+04	4.452231433665347708e+02	-1.462548647263347989e-06	-3.199116021551520106e+01
1.855700034850531665e+04	4.459957774872157756e+02	-1.457837688168258397e-06	-3.198913437405966675e+01
1.855702249136244791e+04	4.467484913778638429e+02	-1.453270136903214531e-06	-3.198714446655313992e+01
1.855704463421957917e+04	4.474936333253889984e+02	-1.448769736267992666e-06	-3.198515828821465590e+01
1.855706677707671042e+04	4.482312177731670886e+02	-1.444335629174851795e-06	-3.198317582091450362e+01
1.855708891993384168e+04	4.489612500464816662e+02	-1.439967029938406751e-06	-3.198119704663916352e+01
1.855711141993382989e+04	4.496953165896662767e+02	-1.435594337486950098e-06	-3.197919012107051273e+01
1.855713356279096115e+04	4.504100987994616503e+02	-1.431355722013966587e-06	-3.197721873810823467e+01
1.855715570564809241e+04	4.511172841021917179e+02	-1.427180694208505552e-06	-3.197525099453290309e+01
1.855717784850522366e+04	4.518168362558399735e+02	-1.423068768591793096e-06	-3.197328687278721304e+01
1.855720034850521188e+04	4.525198040225405407e+02	-1.418954735770208443e-06	-3.197129476361797273e+01
1.855722249136234313e+04	4.532038119050139358e+02	-1.414968858109783210e-06	-3.196933789101695922e+01
1.855724463421947439e+04	4.538800110127708649e+02	-1.411045063087408305e-06	-3.196738458795904592e+01
1.855726677707660201e+04	4.545483215853294041e+02	-1.407183152837566220e-06	-3.196543483732698832e+01
1.855728891993373327e+04	4.552086536858506634e+02	-1.403382994057742784e-06	-3.196348862211070951e+01
1.855731141993372148e+04	4.558713611550344922e+02	-1.399584721189322097e-06	-3.196151462032877077e+01
1.855733356279085274e+04	4.565152954836276535e+02	-1.395908897761350939e-06	-3.195957548168026463e+01
1.855735570564798400e+04	4.571509241974762290e+02	-1.392294771428596743e-06	-3.195763982778280976e+01
1.855737784850511525e+04	4.577781227618837079e+02	-1.388742422633329583e-06	-3.195570764204766689e+01
1.855740034850510347e+04	4.584066672275217798e+02	-1.385196181914580125e-06	-3.195374782756947241e+01
1.855742249136223472e+04	4.590164653187301269e+02	-1.381768784352819822e-06	-3.195182258407632858e+01
1.855744463421936598e+04	4.596174222186361931e+02	-1.378403622247191337e-06	-3.194990075932954099e+01
1.855746677707649724e+04	4.602093934801921478e+02	-1.375100897763487702e-06	-3.194798233714729463e+01
1.855748891993362849e+04	4.607922325029667832e+02	-1.371860827338144697e-06	-3.194606730144695561e+01
1.855751141993361671e+04	4.613749658253519783e+02	-1.368632906650562650e-06	-3.194412483046686546e+01
1.855753356279074796e+04	4.619389446868715368e+02	-1.365519837939852464e-06	-3.194221657385232760e+01
1.855755570564787922e+04	4.624933482446400603e+02	-1.362470097138332688e-06	-3.194031165580509324e+01
