# time(us)	tip(nm)	Fts(nN)	Xb(nm)
1.855557784850606549e+04	-7.914757318713269285e+01	-9.724723709985799047e+00	-7.914763695635471663e+01
1.855560034850605371e+04	-7.914356448493650475e+01	-9.724169731751016954e+00	-7.914362798002248667e+01
1.855562249136318496e+04	-7.913963635425017173e+01	-9.723148195726965426e+00	-7.913969957703403679e+01
1.855564463422031622e+04	-7.913572518468521366e+01	-9.721654149910468945e+00	-7.913578813268009071e+01
1.855566677707744748e+04	-7.913183113009746705e+01	-9.719687642894374591e+00	-7.913189380082697255e+01
1.855568891993457873e+04	-7.912795434369020597e+01	-9.717248741425114744e+00	-7.912801673468854347e+01
1.855571141993456695e+04	-7.912403287376737637e+01	-9.714286705559352697e+00	-7.912409497800796032e+01
1.855573356279169820e+04	-7.912019136535990071e+01	-9.710895672816645785e+00	-7.912025318493044779e+01
1.855575570564882946e+04	-7.911636758319933449e+01	-9.707032556997527095e+00	-7.911642911566657688e+01
1.855577784850596072e+04	-7.911256167780680926e+01	-9.702697497793057124e+00	-7.911262292074835045e+01
1.855580034850594529e+04	-7.910871285274423315e+01	-9.697809258191101733e+00	-7.910877379902042605e+01
1.855582249136307655e+04	-7.910494344408894563e+01	-9.692523198928139294e+00	-7.910500409598938631e+01
1.855584463422020781e+04	-7.910119236203199478e+01	-9.686765727613598997e+00	-7.910125271716800910e+01
1.855586677707733907e+04	-7.909745975431559373e+01	-9.680537056848276478e+00	-7.909751981030981938e+01
1.855588891993447032e+04	-7.909374576797510770e+01	-9.673837417381447423e+00	-7.909380552246165053e+01
1.855591141993445854e+04	-7.908999110362898932e+01	-9.666547551203278132e+00	-7.909005054933324175e+01
1.855593356279158979e+04	-7.908631510453237468e+01	-9.658899153381135250e+00	-7.908637424399418592e+01
1.855595570564872105e+04	-7.908265816594928310e+01	-9.650780592539030422e+00	-7.908271699683781719e+01
1.855597784850585231e+04	-7.907902043201751496e+01	-9.642192172183523979e+00	-7.907907895201381621e+01
1.855600034850584052e+04	-7.907534384441240149e+01	-9.632984271998132897e+00	-7.907540204613896151e+01
1.855602249136297178e+04	-7.907174526477845689e+01	-9.623449550650660100e+00	-7.907180315097375001e+01
1.855604463422010303e+04	-7.906816632005327961e+01	-9.613445994717285004e+00	-7.906822388843451677e+01
