# time(us)	tip(nm)	Fts(nN)	Xb(nm)
1.855557784850606549e+04	3.486930162093962622e+02	-2.738937937484557077e-06	0.000000000000000000e+00
1.855560034850605371e+04	3.509197899618051224e+02	-2.704304372931688669e-06	0.000000000000000000e+00
1.855562249136318496e+04	3.531111867139164815e+02	-2.670858402352953761e-06	0.000000000000000000e+00
1.855564463422031622e+04	3.553024641219465707e+02	-2.638030840440255163e-06	0.000000000000000000e+00
1.855566677707744748e+04	3.574935342852473923e+02	-2.605807805248393620e-06	0.000000000000000000e+00
1.855568891993457873e+04	3.596843091676569770e+02	-2.574175785783366558e-06	0.000000000000000000e+00
1.855571141993456695e+04	3.619100258922900935e+02	-2.542625421166069926e-06	0.000000000000000000e+00
1.855573356279169820e+04	3.640999373739967382e+02	-2.512145336493114393e-06	0.000000000000000000e+00
1.855575570564882946e+04	3.662892875180979786e+02	-2.482217646509192995e-06	0.000000000000000000e+00
1.855577784850596072e+04	3.684779880421181133e+02	-2.452830215828510521e-06	0.000000000000000000e+00
1.855580034850594529e+04	3.707012338697130645e+02	-2.423510024082799279e-06	0.000000000000000000e+00
1.855582249136307655e+04	3.728883563672912942e+02	-2.395176205176870150e-06	0.000000000000000000e+00
1.855584463422020781e+04	3.750745632208655707e+02	-2.367347918498969901e-06	0.000000000000000000e+00
1.855586677707733907e+04	3.772597664222646472e+02	-2.340014240162774350e-06	0.000000000000000000e+00
1.855588891993447032e+04	3.794438781127123548e+02	-2.313164525128644927e-06	0.000000000000000000e+00
1.855591141993445854e+04	3.816620090571501578e+02	-2.286366802206897007e-06	0.000000000000000000e+00
1.855593356279158979e+04	3.838436537529266275e+02	-2.260461546179243874e-06	0.000000000000000000e+00
1.855595570564872105e+04	3.860239431511500356e+02	-2.235009751718728311e-06	0.000000000000000000e+00
1.855597784850585231e+04	3.882027902847653991e+02	-2.210001811878572982e-06	0.000000000000000000e+00
1.855600034850584052e+04	3.904152135018343301e+02	-2.185035523144751627e-06	0.000000000000000000e+00
1.855602249136297178e+04	3.925908896059186759e+02	-2.160894210115464032e-06	0.000000000000000000e+00
1.855604463422010303e+04	3.947648629478097746e+02	-2.137169199076168404e-06	0.000000000000000000e+00
1.855606677707723429e+04	3.969370478168480076e+02	-2.113851804275113203e-06	0.000000000000000000e+00
1.855608891993436555e+04	3.991073588515208712e+02	-2.090933553148867543e-06	0.000000000000000000e+00
1.855611141993435376e+04	4.013106679517109114e+02	-2.068045994033629451e-06	0.000000000000000000e+00
