# time(us)	tip(nm)	Fts(nN)	Xb(nm)
1.855557784850606549e+04	3.623279934686809156e+02	-2.121650303770859470e-06	-3.386072410303894031e+01
1.855560034850605371e+04	3.634069569036846019e+02	-2.110170855054625558e-06	-3.385835151207655258e+01
1.855562249136318496e+04	3.644633495679692601e+02	-2.099021640064859303e-06	-3.385602176777074135e+01
1.855564463422031622e+04	3.655143504877848954e+02	-2.088016853051999563e-06	-3.385369714063816104e+01
1.855566677707744748e+04	3.665599580116893890e+02	-2.077154260224313260e-06	-3.385137760322457723e+01
1.855568891993457873e+04	3.676001597215653760e+02	-2.066431784478571413e-06	-3.384906312828690034e+01
1.855571141993456695e+04	3.686515776469831849e+02	-2.055677908294030524e-06	-3.384671648088183815e+01
1.855573356279169820e+04	3.696807990557927610e+02	-2.045232221073740797e-06	-3.384441213056388875e+01
1.855575570564882946e+04	3.707045125754846140e+02	-2.034921276260785228e-06	-3.384211276180629113e+01
1.855577784850596072e+04	3.717226637818108088e+02	-2.024743562285366791e-06	-3.383981834818872869e+01
1.855580034850594529e+04	3.727514732849120946e+02	-2.014536730598133568e-06	-3.383749197656403140e+01
1.855582249136307655e+04	3.737582065637957385e+02	-2.004623509909729780e-06	-3.383520747362538827e+01
1.855584463422020781e+04	3.747591583233882488e+02	-1.994839647538642099e-06	-3.383292784733448144e+01
1.855586677707733907e+04	3.757542400297290897e+02	-1.985184052197690952e-06	-3.383065307205566796e+01
1.855588891993447032e+04	3.767433566821279101e+02	-1.975655709989543007e-06	-3.382838312234311218e+01
1.855591141993445854e+04	3.777422131719000618e+02	-1.966103057177286201e-06	-3.382608147746881144e+01
1.855593356279158979e+04	3.787189933713107166e+02	-1.956828447187020227e-06	-3.382382118011461358e+01
1.855595570564872105e+04	3.796894929748218601e+02	-1.947678384170198084e-06	-3.382156563270599747e+01
1.855597784850585231e+04	3.806536013741133502e+02	-1.938652048870573558e-06	-3.381931481053771194e+01
1.855600034850584052e+04	3.816265982109440529e+02	-1.929606041707819182e-06	-3.381703249970443181e+01
1.855602249136297178e+04	3.825774815476407866e+02	-1.920826736929230183e-06	-3.381479112984266777e+01
1.855604463422010303e+04	3.835216381031938226e+02	-1.912168766984418806e-06	-3.381255441178444698e+01
1.855606677707723429e+04	3.844589597797145757e+02	-1.903631330200195827e-06	-3.381032232153255990e+01
