# time(us)	tip(nm)	Fts(nN)	Xb(nm)
2.968889248550312186e+04	-1.849006146852170218e+01	-7.591476890222759871e-03	-2.492175730666981437e+01
2.968889605693169142e+04	-1.843684899306607505e+01	-7.472658230215882894e-03	-2.492102525321208617e+01
2.968889962836026098e+04	-1.838356789033354133e+01	-7.356450692541943552e-03	-2.492029608679409236e+01
2.968890319978883053e+04	-1.833022018159649491e+01	-7.242784197324422801e-03	-2.491956977500086978e+01
2.968890677121740009e+04	-1.827680789114781135e+01	-7.131590881509069016e-03	-2.491884628592165285e+01
2.968891034264596965e+04	-1.822333304624475048e+01	-7.022805018561863871e-03	-2.491812558814129730e+01
2.968891391407453921e+04	-1.816979767705262816e+01	-6.916362941436733809e-03	-2.491740765073202013e+01
2.968891748550310876e+04	-1.811620381658822510e+01	-6.812202968666220861e-03	-2.491669244324502941e+01
2.968892105693167832e+04	-1.806255350066295406e+01	-6.710265333433697299e-03	-2.491597993570259462e+01
2.968892462836024788e+04	-1.800884876782575716e+01	-6.610492115494932125e-03	-2.491527009858999619e+01
2.968892819978881744e+04	-1.795509165930575080e+01	-6.512827175821287763e-03	-2.491456290284779485e+01
2.968893177121738699e+04	-1.790128421895457222e+01	-6.417216093844509313e-03	-2.491385831986412569e+01
2.968893534264595655e+04	-1.784742849318850944e+01	-6.323606107187982293e-03	-2.491315632146715942e+01
2.968893891407452611e+04	-1.779352653093028636e+01	-6.231946053775260647e-03	-2.491245687991771618e+01
2.968894248550309567e+04	-1.773958038355059585e+01	-6.142186316212064345e-03	-2.491175996790200031e+01
2.968894605693166523e+04	-1.768559210480934851e+01	-6.054278768342744206e-03	-2.491106555852439541e+01
2.968894962836023478e+04	-1.763156375079662297e+01	-5.968176723886739997e-03	-2.491037362530046906e+01
2.968895319978880434e+04	-1.757749737987329652e+01	-5.883834887065461997e-03	-2.490968414215008053e+01
2.968895677121737390e+04	-1.752339505261140218e+01	-5.801209305134094954e-03	-2.490899708339053831e+01
