# time(us)	tip(nm)	Fts(nN)	Xb(nm)
2.968889248550312186e+04	-7.708756687033918809e+00	-2.034638353666450364e-02	-1.156168641204007841e+01
2.968889605693169142e+04	-7.655143670219867857e+00	-1.982325614621107887e-02	-1.156115903192526417e+01
2.968889962836026098e+04	-7.601267774374292685e+00	-1.931756480884582947e-02	-1.156063548740497460e+01
2.968890319978883053e+04	-7.547131119726641302e+00	-1.882861008047280460e-02	-1.156011572239638241e+01
2.968890677121740009e+04	-7.492735836704157215e+00	-1.835572512509068069e-02	-1.155959968178428099e+01
2.968891034264596965e+04	-7.438084065849400517e+00	-1.789827398947235401e-02	-1.155908731140166346e+01
2.968891391407453921e+04	-7.383177957737439456e+00	-1.745564997968432688e-02	-1.155857855801079204e+01
2.968891748550310876e+04	-7.328019672892637004e+00	-1.702727413282589461e-02	-1.155807336928489804e+01
2.968892105693167832e+04	-7.272611381705138989e+00	-1.661259377784145980e-02	-1.155757169379031701e+01
2.968892462836024788e+04	-7.216955264346976762e+00	-1.621108117968765583e-02	-1.155707348096919418e+01
2.968892819978881744e+04	-7.161053510687858115e+00	-1.582223226153957329e-02	-1.155657868112261255e+01
2.968893177121738699e+04	-7.104908320210638450e+00	-1.544556540008884885e-02	-1.155608724539418652e+01
2.968893534264595655e+04	-7.048521901926398492e+00	-1.508062028932722134e-02	-1.155559912575407466e+01
2.968893891407452611e+04	-6.991896474289198693e+00	-1.472695686852714889e-02	-1.155511427498341703e+01
2.968894248550309567e+04	-6.935034265110530782e+00	-1.438415431042318338e-02	-1.155463264665913492e+01
2.968894605693166523e+04	-6.877937511473387389e+00	-1.405181006586842668e-02	-1.155415419513911068e+01
2.968894962836023478e+04	-6.820608459646062549e+00	-1.372953896149260375e-02	-1.155367887554776374e+01
2.968895319978880434e+04	-6.763049364995564083e+00	-1.341697234712090243e-02	-1.155320664376188589e+01
2.968895677121737390e+04	-6.705262491900740862e+00	-1.311375728992842694e-02	-1.155273745639689231e+01
2.968896034264594346e+04	-6.647250113665055693e+00	-1.281955581250662952e-02	-1.155227127079332483e+01
2.968896391407451301e+04	-6.589014512429063331e+00	-1.253404417220319728e-02	-1.155180804500369440e+01
2.968896748550308257e+04	-6.530557979082540321e+00	-1.225691217927028440e-02	-1.155134773777961676e+01
2.968897105693165213e+04	-6.471882813176330629e+00	-1.198786255151705615e-02	-1.155089030855917720e+01
2.968897462836022169e+04	-6.412991322833874186e+00	-1.172661030331040473e-02	-1.155043571745465592e+01
2.968897819978879124e+04	-6.353885824662366844e+00	-1.147288216690813163e-02	-1.154998392524042394e+01
2.968898177121736080e+04	-6.294568643663700946e+00	-1.122641604423718457e-02	-1.154953489334116234e+01
2.968898534264593036e+04	-6.235042113145015996e+00	-1.098696048734987274e-02	-1.154908858382029280e+01
2.968898891407449992e+04	-6.175308574629015723e+00	-1.075427420590317415e-02	-1.154864495936864444e+01
2.968899248550306947e+04	-6.115370377763904131e+00	-1.052812560011000091e-02	-1.154820398329338893e+01
2.968899605693163903e+04	-6.055229880233088835e+00	-1.030829231770943009e-02	-1.154776561950711233e+01
2.968899962836020859e+04	-5.994889447664575322e+00	-1.009456083359192013e-02	-1.154732983251723333e+01
2.968900319978877815e+04	-5.934351453540022803e+00	-9.886726050801779644e-03	-1.154689658741551206e+01
2.968900677121734770e+04	-5.873618279103549611e+00	-9.684590921716461701e-03	-1.154646584986781299e+01
2.968901034264591726e+04	-5.812692313270257038e+00	-9.487966088276822071e-03	-1.154603758610408626e+01
2.968901391407448682e+04	-5.751575952534423664e+00	-9.296669540210302299e-03	-1.154561176290851066e+01
2.968901748550305638e+04	-5.690271600877462532e+00	-9.110526290254026410e-03	-1.154518834760983381e+01
2.968902105693162594e+04	-5.628781669675544386e+00	-8.929368065443810121e-03	-1.154476730807189888e+01
2.968902462836019549e+04	-5.567108577606979303e+00	-8.753033013591733982e-03	-1.154434861268436308e+01
2.968902819978876505e+04	-5.505254750559329224e+00	-8.581365424127240793e-03	-1.154393223035355476e+01
2.968903177121733461e+04	-5.443222621536219386e+00	-8.414215462525157993e-03	-1.154351813049355080e+01
2.968903534264590417e+04	-5.381014630563900170e+00	-8.251438917590579736e-03	-1.154310628301736408e+01
2.968903891407447372e+04	-5.318633224597529185e+00	-8.092896960912943430e-03	-1.154269665832834768e+01
2.968904248550304328e+04	-5.256080857427162911e+00	-7.938455917842104914e-03	-1.154228922731171281e+01
2.968904605693161284e+04	-5.193359989583530734e+00	-7.787987049376628342e-03	-1.154188396132624739e+01
2.968904962836018240e+04	-5.130473088243540758e+00	-7.641366344390152811e-03	-1.154148083219613063e+01
2.968905319978875195e+04	-5.067422627135510282e+00	-7.498474321654071198e-03	-1.154107981220293055e+01
2.968905677121732151e+04	-5.004211086444131595e+00	-7.359195841146269623e-03	-1.154068087407776488e+01
2.968906034264589107e+04	-4.940840952715222834e+00	-7.223419924164860111e-03	-1.154028399099358637e+01
2.968906391407446063e+04	-4.877314718760215051e+00	-7.091039581792681241e-03	-1.153988913655753556e+01
2.968906748550303018e+04	-4.813634883560359512e+00	-6.961951651283932244e-03	-1.153949628480356360e+01
2.968907105693159974e+04	-4.749803952170732479e+00	-6.836056639968849692e-03	-1.153910541018510649e+01
2.968907462836016930e+04	-4.685824435624015294e+00	-6.713258576294649747e-03	-1.153871648756788204e+01
2.968907819978873886e+04	-4.621698850833983130e+00	-6.593464867641672320e-03	-1.153832949222283411e+01
2.968908177121730841e+04	-4.557429720498779702e+00	-6.476586164574359671e-03	-1.153794439981924569e+01
2.968908534264587797e+04	-4.493019573003980582e+00	-6.362536231205225337e-03	-1.153756118641787332e+01
2.968908891407444753e+04	-4.428470942325414050e+00	-6.251231821367097923e-03	-1.153717982846430878e+01
2.968909248550301709e+04	-4.363786367931747456e+00	-6.142592560306206484e-03	-1.153680030278238355e+01
2.968909605693158665e+04	-4.298968394686867533e+00	-6.036540831623715166e-03	-1.153642258656773656e+01
2.968909962836015620e+04	-4.234019572752013794e+00	-5.933001669208403349e-03	-1.153604665738144242e+01
2.968910319978872576e+04	-4.168942457487720077e+00	-5.831902653916575321e-03	-1.153567249314383858e+01
2.968910677121729532e+04	-4.103739609355555373e+00	-5.733173814768930537e-03	-1.153530007212834008e+01
2.968911034264586488e+04	-4.038413593819606184e+00	-5.636747534445515732e-03	-1.153492937295546916e+01
2.968911391407443443e+04	-3.972966981247780360e+00	-5.542558458872247004e-03	-1.153456037458696137e+01
2.968911748550300399e+04	-3.907402346812920868e+00	-5.450543410703052698e-03	-1.153419305631992131e+01
2.968912105693157355e+04	-3.841722270393687744e+00	-5.360641306511800507e-03	-1.153382739778114363e+01
2.968912462836014311e+04	-3.775929336475255305e+00	-5.272793077518043645e-03	-1.153346337892151574e+01
2.968912819978871266e+04	-3.710026134049803748e+00	-5.186941593679877428e-03	-1.153310098001049333e+01
2.968913177121728222e+04	-3.644015256516841106e+00	-5.103031590995519076e-03	-1.153274018163071091e+01
2.968913534264585178e+04	-3.577899301583299163e+00	-5.021009601863559747e-03	-1.153238096467264739e+01
2.968913891407442134e+04	-3.511680871163485929e+00	-4.940823888359530472e-03	-1.153202331032942851e+01
2.968914248550299089e+04	-3.445362571278822283e+00	-4.862424378293591504e-03	-1.153166720009166291e+01
2.968914605693156045e+04	-3.378947011957412538e+00	-4.785762603921024129e-03	-1.153131261574241329e+01
2.968914962836013001e+04	-3.312436807133426697e+00	-4.710791643183743875e-03	-1.153095953935224749e+01
2.968915319978869957e+04	-3.245834574546329954e+00	-4.637466063367170696e-03	-1.153060795327436772e+01
2.968915677121726912e+04	-3.179142935639910128e+00	-4.565741867062543188e-03	-1.153025784013978772e+01
2.968916034264583868e+04	-3.112364515461160330e+00	-4.495576440330125052e-03	-1.152990918285269473e+01
2.968916391407440824e+04	-3.045501942558997754e+00	-4.426928502964359510e-03	-1.152956196458575633e+01
2.968916748550297780e+04	-2.978557848882815051e+00	-4.359758060766249707e-03	-1.152921616877563693e+01
2.968917105693154735e+04	-2.911534869680880711e+00	-4.294026359733605150e-03	-1.152887177911848582e+01
2.968917462836011691e+04	-2.844435643398557367e+00	-4.229695842083536911e-03	-1.152852877956559752e+01
2.968917819978868647e+04	-2.777262811576403756e+00	-4.166730104026309701e-03	-1.152818715431905794e+01
2.968918177121725603e+04	-2.710019018748116792e+00	-4.105093855213121437e-03	-1.152784688782754330e+01
2.968918534264582559e+04	-2.642706912338321334e+00	-4.044752879784500876e-03	-1.152750796478210127e+01
2.968918891407439514e+04	-2.575329142560228490e+00	-3.985673998949117343e-03	-1.152717037011213819e+01
2.968919248550296470e+04	-2.507888362313148267e+00	-3.927825035026694458e-03	-1.152683408898132456e+01
2.968919605693153426e+04	-2.440387227079875654e+00	-3.871174776891374812e-03	-1.152649910678367817e+01
2.968919962836010382e+04	-2.372828394823934595e+00	-3.815692946755169356e-03	-1.152616540913968635e+01
2.968920319978867337e+04	-2.305214525886702059e+00	-3.761350168234004962e-03	-1.152583298189245120e+01
2.968920677121724293e+04	-2.237548282884402884e+00	-3.708117935641388075e-03	-1.152550181110398064e+01
2.968921034264581249e+04	-2.169832330604989590e+00	-3.655968584457504420e-03	-1.152517188305147222e+01
2.968921391407438205e+04	-2.102069335904896086e+00	-3.604875262923857605e-03	-1.152484318422369824e+01
2.968921748550295160e+04	-2.034261967605686561e+00	-3.554811904715929512e-03	-1.152451570131744418e+01
2.968922105693152116e+04	-1.966412896390586029e+00	-3.505753202648517232e-03	-1.152418942123401102e+01
2.968922462836009072e+04	-1.898524794700901630e+00	-3.457674583370554545e-03	-1.152386433107576735e+01
2.968922819978866028e+04	-1.830600336632347780e+00	-3.410552183008094210e-03	-1.152354041814277608e+01
2.968923177121722983e+04	-1.762642197831267632e+00	-3.364362823716151359e-03	-1.152321766992945129e+01
2.968923534264579939e+04	-1.694653055390758611e+00	-3.319083991101751032e-03	-1.152289607412132710e+01
2.968923891407436895e+04	-1.626635587746703804e+00	-3.274693812482387320e-03	-1.152257561859181401e+01
2.968924248550293851e+04	-1.558592474573707198e+00	-3.231171035945561761e-03	-1.152225629139906893e+01
2.968924605693150806e+04	-1.490526396680955656e+00	-3.188495010176743520e-03	-1.152193808078287951e+01
2.968924962836007762e+04	-1.422440035907986733e+00	-3.146645665024479926e-03	-1.152162097516160522e+01
2.968925319978864718e+04	-1.354336075020382779e+00	-3.105603492772750739e-03	-1.152130496312921792e+01
2.968925677121721674e+04	-1.286217197605388884e+00	-3.065349530092139653e-03	-1.152099003345231587e+01
2.968926034264578630e+04	-1.218086087967460207e+00	-3.025865340642442617e-03	-1.152067617506726904e+01
2.968926391407435585e+04	-1.149945431023739362e+00	-2.987132998300716380e-03	-1.152036337707734504e+01
2.968926748550292541e+04	-1.081797912199467637e+00	-2.949135070989807646e-03	-1.152005162874992727e+01
2.968927105693149497e+04	-1.013646217323339593e+00	-2.911854605083548982e-03	-1.151974091951376522e+01
2.968927462836006453e+04	-9.454930325227964838e-01	-2.875275110365785140e-03	-1.151943123895628851e+01
2.968927819978863408e+04	-8.773410441192702747e-01	-2.839380545521493285e-03	-1.151912257682091223e+01
2.968928177121720364e+04	-8.091929385233737060e-01	-2.804155304139023443e-03	-1.151881492300447363e+01
2.968928534264577320e+04	-7.410514021300488308e-01	-2.769584201203584457e-03	-1.151850826755466173e+01
2.968928891407434276e+04	-6.729191212136683697e-01	-2.735652460062831456e-03	-1.151820260066745938e+01
2.968929248550291231e+04	-6.047987818231030932e-01	-2.702345699846213627e-03	-1.151789791268470964e+01
2.968929605693148187e+04	-5.366930696767513442e-01	-2.669649923320615344e-03	-1.151759419409166263e+01
2.968929962836005143e+04	-4.686046700575399737e-01	-2.637551505165497238e-03	-1.151729143551458989e+01
2.968930319978862099e+04	-4.005362677078969647e-01	-2.606037180651457185e-03	-1.151698962771841472e+01
2.968930677121719054e+04	-3.324905467247034063e-01	-2.575094034706803831e-03	-1.151668876160444199e+01
2.968931034264576010e+04	-2.644701904542219872e-01	-2.544709491357439578e-03	-1.151638882820802756e+01
2.968931391407432966e+04	-1.964778813870098340e-01	-2.514871303525852142e-03	-1.151608981869639869e+01
2.968931748550289922e+04	-1.285163010528237448e-01	-2.485567543175719839e-03	-1.151579172436643717e+01
2.968932105693146877e+04	-6.058812991551677796e-02	-2.456786591789119744e-03	-1.151549453664250855e+01
2.968932462836003833e+04	7.303952732071667016e-03	-2.428517131163882969e-03	-1.151519824707436968e+01
2.968932819978860789e+04	7.515726887322389527e-02	-2.400748134519161726e-03	-1.151490284733507430e+01
2.968933177121717745e+04	1.429691418724480800e-01	-2.373468857897776361e-03	-1.151460832921890187e+01
2.968933534264574701e+04	2.107368965805729577e-01	-2.346668831854303427e-03	-1.151431468463939467e+01
2.968933891407431656e+04	2.784578594398354201e-01	-2.320337853418441391e-03	-1.151402190562732208e+01
2.968934248550288612e+04	3.461293585889415048e-01	-2.294465978323466816e-03	-1.151372998432878347e+01
2.968934605693145568e+04	4.137487239681215123e-01	-2.269043513490132460e-03	-1.151343891300326838e+01
2.968934962836002524e+04	4.813132874241523584e-01	-2.244061009756671051e-03	-1.151314868402177183e+01
2.968935319978859479e+04	5.488203828153563890e-01	-2.219509254845931402e-03	-1.151285928986499307e+01
2.968935677121716435e+04	6.162673461165613098e-01	-2.195379266561156301e-03	-1.151257072312144203e+01
2.968936034264573391e+04	6.836515155240323605e-01	-2.171662286202019534e-03	-1.151228297648574816e+01
2.968936391407430347e+04	7.509702315603603573e-01	-2.148349772193142247e-03	-1.151199604275683264e+01
2.968936748550287302e+04	8.182208371793039392e-01	-2.125433393917396021e-03	-1.151170991483620831e+01
2.968937105693144258e+04	8.854006778705851843e-01	-2.102905025746697274e-03	-1.151142458572631178e+01
2.968937462836001214e+04	9.525071017646347116e-01	-2.080756741263320702e-03	-1.151114004852879447e+01
2.968937819978858170e+04	1.019537459737278606e+00	-2.058980807664922107e-03	-1.151085629644291686e+01
2.968938177121715125e+04	1.086489105514359288e+00	-2.037569680346838687e-03	-1.151057332276391421e+01
2.968938534264572081e+04	1.153359395776314411e+00	-2.016515997655385362e-03	-1.151029112088144224e+01
2.968938891407429037e+04	1.220145690262648186e+00	-1.995812575806210024e-03	-1.151000968427800863e+01
2.968939248550285993e+04	1.286845351876357624e+00	-1.975452403961901193e-03	-1.150972900652744713e+01
2.968939605693142948e+04	1.353455746788289504e+00	-1.955428639463329017e-03	-1.150944908129340938e+01
2.968939962835999904e+04	1.419974244541376551e+00	-1.935734603209381685e-03	-1.150916990232789949e+01
2.968940319978856860e+04	1.486398218154821871e+00	-1.916363775179985877e-03	-1.150889146346980674e+01
2.968940677121713816e+04	1.552725044228195905e+00	-1.897309790097450590e-03	-1.150861375864350222e+01
2.968941034264570771e+04	1.618952103045415924e+00	-1.878566433221420025e-03	-1.150833678185742315e+01
